acc_x, acc_y, angular_z, stamp, 
0.43886518478393555, 0.17228281497955322, 0.014970436150381848, 1728053555277123862, 
0.3491048216819763, 0.27400630712509155, 0.15274003264429709, 1728053555307055590, 
0.28321999311447144, 0.19348496198654175, 0.44888556398053775, 1728053555367763311, 
0.31445831060409546, -0.030907750129699707, 0.5862194710055172, 1728053555396826664, 
0.3730018734931946, 0.16886359453201294, 0.6647359904053263, 1728053555428270982, 
-0.19716501235961914, 0.38590067625045776, 0.7413079125250909, 1728053555461048674, 
0.6250248551368713, 0.223197340965271, 1.094417082975047, 1728053555486823029, 
-0.12504714727401733, 0.310691773891449, 1.0122221145842432, 1728053555517955213, 
0.3974214792251587, 0.19464856386184692, 1.227914165848268, 1728053555546860423, 
0.02165919542312622, 0.4808690547943115, 1.2524783539160516, 1728053555577941359, 
0.19813543558120728, 0.2126590609550476, 1.4118029814318218, 1728053555607918750, 
0.32748931646347046, 0.671461284160614, 1.4725847833769359, 1728053555638009237, 
0.9131068587303162, 0.09402334690093994, 1.5317926291723254, 1728053555668599149, 
0.4757949709892273, 0.15652036666870117, 1.4819544770393365, 1728053555700539550, 
0.473325252532959, 0.28052622079849243, 1.7596744514024614, 1728053555727667200, 
0.358905553817749, 0.7069104909896851, 1.5956927145298518, 1728053555757678525, 
0.5380157232284546, 0.3407973647117615, 1.352619298005052, 1728053555781145492, 
0.24281054735183716, 0.4244001507759094, 1.7707128075720355, 1728053555807815630, 
0.35355865955352783, 0.6942916512489319, 1.6395466356952995, 1728053555836850003, 
-0.1017618179321289, 0.2288041114807129, 1.52978379842677, 1728053555867880322, 
-0.6370247006416321, 0.2529304623603821, 1.5044067377230939, 1728053555897925300, 
-0.26637011766433716, 0.23021328449249268, 1.502639816502166, 1728053555928025505, 
-0.07081419229507446, 0.004427433013916016, 1.5413608386119402, 1728053555958044625, 
0.4682338237762451, 0.5102758407592773, 1.476561331630743, 1728053555988564286, 
0.1336715817451477, 0.5919045209884644, 1.3518969886815848, 1728053556020436617, 
-0.033235251903533936, -0.14671993255615234, 1.5713325853698303, 1728053556058200595, 
0.14458590745925903, 0.37900084257125854, 1.4461525276851475, 1728053556088408011, 
-0.11129891872406006, 0.28646188974380493, 1.4216285407761613, 1728053556118329628, 
0.22794508934020996, 0.19345158338546753, 1.4493532365267934, 1728053556148532449, 
0.22533565759658813, 0.18702906370162964, 1.317199612293735, 1728053556180520193, 
0.09845101833343506, 0.31720179319381714, 1.4398482878813665, 1728053556208535214, 
0.13890188932418823, 0.6369990110397339, 1.372521831130278, 1728053556238419335, 
0.30623340606689453, 0.55593341588974, 1.371045355716152, 1728053556268471244, 
0.5037039518356323, 0.479123055934906, 1.1873614671350052, 1728053556290783500, 
-0.06519901752471924, 0.5591486692428589, 1.4092693781915437, 1728053556318685616, 
0.195767343044281, 0.44705575704574585, 1.3314606736017998, 1728053556348597184, 
-0.39005887508392334, 0.13745754957199097, 1.3561221271353068, 1728053556377630001, 
-0.10366696119308472, -0.0459713339805603, 1.2613251698258356, 1728053556408673552, 
-0.026037871837615967, 0.3321886658668518, 1.3140816575533467, 1728053556438958694, 
-0.14558160305023193, 0.45735734701156616, 1.3362842439198654, 1728053556467826477, 
-0.05057007074356079, 0.6149373054504395, 1.1594622283936118, 1728053556500614572, 
-0.36862438917160034, 0.3743835687637329, 1.1956813969501534, 1728053556531899565, 
-0.0499916672706604, 0.01728987693786621, 1.386258035433451, 1728053556559011771, 
0.39328551292419434, 0.058914363384246826, 1.2417182238882758, 1728053556589005969, 
0.04120516777038574, 0.5139068365097046, 1.197014371527466, 1728053556619041152, 
0.045809030532836914, 0.22169077396392822, 1.2285521601236462, 1728053556649052369, 
-0.30802828073501587, 0.7217354774475098, 1.1905534058740248, 1728053556679146045, 
-0.7613425254821777, 0.34061211347579956, 1.1690529259049598, 1728053556709189833, 
-0.18852448463439941, -0.14691466093063354, 1.1262767090430679, 1728053556741062909, 
