e, e_dot, e_int, stamp, 
0.8708042372015555, -0.00618901874776534, 0.17440840819022171, 1732894291328876639, 
0.8706002173897407, -0.0068690847871481315, 0.17427102649447873, 1732894291425923400, 
0.8704907395727063, -0.0010449920961641546, 0.17412634627760018, 1732894291538988928, 
0.870943839371838, 0.0011454066069908435, 0.17413565308895232, 1732894291636017397, 
0.8700728083900442, -0.0013931039422069673, 0.17410049248897255, 1732894291728890251, 
0.8486860300520473, -0.07419269773263533, 0.1726468451875953, 1732894291826261864, 
0.8047908402775841, -0.21760656037486706, 0.16823664524797838, 1732894291938908072, 
0.8012801922099574, -0.1580194594736332, 0.1636504708359726, 1732894292034990274, 
0.7913554684590636, -0.044784572728401674, 0.15982843339644034, 1732894292128886805, 
0.7817127609611982, -0.06522477082919716, 0.15828989477534794, 1732894292238854051, 
0.762542566363275, -0.09604300698596191, 0.1557073863855691, 1732894292339005295, 
0.7439330398030992, -0.12593240386033008, 0.15254589114183817, 1732894292437172924, 
0.7305795626412603, -0.10654334574004887, 0.1491370112538423, 1732894292528898781, 
0.7160311183114692, -0.09300640497210022, 0.1460362480503886, 1732894292638814055, 
0.6023024457285442, -0.42759038970905383, 0.13659420844541825, 1732894292738918711, 
0.5729578385083821, -0.4769109326769568, 0.12608609350322636, 1732894292836996520, 
0.5395891970671649, -0.20904416220459762, 0.11432329875360607, 1732894292928938223, 
0.5046991567934249, -0.2275289390498573, 0.10781641282459814, 1732894293027048757, 
0.47380437530314734, -0.2192827392133919, 0.10120618194424914, 1732894293139133949, 
0.44427063361577535, -0.20142841059216524, 0.09485161104748983, 1732894293237066473, 
0.4086227728870433, -0.21727200805368016, 0.0884465187870644, 1732894293328941924, 
0.3911798689318895, -0.17696921561295284, 0.08293821836231388, 1732894293427518009, 
0.3804108125726352, -0.09403986771469364, 0.07868089695943788, 1732894293539965214, 
0.25337303136773026, -0.4593561252138641, 0.06833091419148367, 1732894293637039774, 
0.23099317785886742, -0.49805878237922596, 0.05765180145328219, 1732894293728948343, 
