e, e_dot, e_int, stamp, 
3.1638823570748817, 1.3377027556771282e-05, 0.632775936333874, 1732895507543311770, 
3.1638441174722147, -0.00011408831466663827, 0.6327736545675807, 1732895507658204229, 
3.1638550039389055, -9.117711992079336e-05, 0.6327720985657335, 1732895507747292497, 
3.1638509230179914, 2.268515258900076e-05, 0.6327700029619407, 1732895507847293271, 
3.1638932682716465, 0.00012754777580337162, 0.6327732796819029, 1732895507944362878, 
3.163683814158366, -0.0005570295320852144, 0.6327618670298669, 1732895508037225944, 
3.1602688828914256, -0.012081284600736394, 0.6325230643547626, 1732895508147297434, 
3.155549370432565, -0.027114812419336925, 0.6319668044988237, 1732895508247285512, 
3.151925412264527, -0.027811568756329248, 0.6311829110392345, 1732895508356937687, 
3.1457970187130875, -0.03250783906492435, 0.630218120094012, 1732895508436591790, 
3.1393070806777623, -0.04206110528921503, 0.6291353007770251, 1732895508547310342, 
3.132661054883019, -0.04378654610022773, 0.6278510102849246, 1732895508647291864, 
3.1246016199108437, -0.049018202556395295, 0.6264379836981083, 1732895508744355171, 
3.1183096045068135, -0.04783816792068555, 0.6250381519533784, 1732895508837454878, 
3.1104640877725864, -0.047125107127524345, 0.6235583541460162, 1732895508947300092, 
3.102117638033597, -0.053973221577388784, 0.6220594220208665, 1732895509047304160, 
3.094942891643443, -0.05173732043047755, 0.6205016411633084, 1732895509144284116, 
3.086095918302597, -0.053405732436666575, 0.6188770965319759, 1732895509254009539, 
3.0781237404289423, -0.05606383738166946, 0.6172775033583322, 1732895509347315696, 
3.0693666420593537, -0.05576425414414388, 0.6155724200527262, 1732895509447273238, 
3.061331098211304, -0.055975474058794404, 0.6139214320466401, 1732895509544372410, 
3.054122032720231, -0.0508153644637425, 0.6123213181993925, 1732895509636656342, 
3.050242242345868, -0.036962852884786145, 0.6110463582184935, 1732895509747303571, 
3.0389451677732335, -0.05058954982332479, 0.6095539628559554, 1732895509847280974, 
3.0269066206920776, -0.07778540551263517, 0.6077396020540786, 1732895509944390230, 
3.017816308871895, -0.07042952967112844, 0.6055778731558137, 1732895510055155893, 
3.0056747741126077, -0.0707728219315662, 0.603359846911772, 1732895510147368922, 
2.9940537439166444, -0.07920854985083547, 0.6011696551267431, 1732895510247324113, 
2.9850453810509068, -0.06876464353900325, 0.598984926605344, 1732895510345385900, 
2.9760044361556863, -0.06016435920319344, 0.5970069040748825, 1732895510454571747, 
2.970485638333328, -0.048532475725262536, 0.5954356970359947, 1732895510546661145, 
2.9659915603309686, -0.03337625274905923, 0.5941654423213322, 1732895510647294464, 
2.9586705472321393, -0.03938363700396241, 0.593009849726429, 1732895510745407521, 
2.951406630547191, -0.04861643261259226, 0.5917379158740199, 1732895510854889807, 
2.9432552258215177, -0.051384404702072096, 0.5902221602400566, 1732895510905504009, 
2.931907277519935, -0.06499784342418675, 0.5884379422592428, 1732895511047293800, 
2.925204776084137, -0.0601681657912693, 0.586691151961706, 1732895511145422760, 
2.9173768476285957, -0.04843476630446375, 0.5849659267488445, 1732895511254601192, 
2.908219356309796, -0.05661806591446883, 0.5833867320015019, 1732895511347368520, 
2.8983396827024626, -0.06345721642044388, 0.581595725776057, 1732895511448295084, 
2.8894273150454954, -0.06264013754766928, 0.5797324236038502, 1732895511545455544, 
2.8804239405428227, -0.0597191405321329, 0.5778793958860521, 1732895511636638525, 
2.8708728495890203, -0.061848218188250335, 0.5760482736784892, 1732895511747330944, 
2.8613557497275073, -0.06356063605105138, 0.5741768359906234, 1732895511849340643, 
2.852166844902779, -0.062353348954138355, 0.5722930296146205, 1732895511946319379, 
2.8425987579120218, -0.06252330605161838, 0.5704080901694871, 1732895512056003072, 
2.8330807424442135, -0.06362034152855116, 0.5685230896839343, 1732895512148351126, 
2.8245177194044353, -0.060270128358621555, 0.5666798146507114, 1732895512198423861, 
2.8154094563630694, -0.058904286937147, 0.5648671945474478, 1732895512346319630, 
2.8065429494988368, -0.059915899685328476, 0.5630980083510894, 1732895512456251298, 
2.79571628136862, -0.06564391664816445, 0.5611779124820351, 1732895512506478518, 
2.7844327056837552, -0.07370081271693844, 0.5591127957700808, 1732895512649311986, 
2.776335627127515, -0.06460218080368414, 0.5570989742786594, 1732895512746447169, 
2.768143847624778, -0.05429619352992354, 0.5552608120290699, 1732895512855639101, 
2.7599746138023633, -0.05453671108383832, 0.5536302725703104, 1732895512947374574, 
2.752160608365983, -0.053277464195984336, 0.552018604652875, 1732895513049362412, 
2.7423647944960807, -0.0586993976876086, 0.5503000011109618, 1732895513147421437, 
2.7317977994483504, -0.06787602972544142, 0.5484215468206943, 1732895513237869608, 
2.7237161356387536, -0.06216219619109046, 0.546525248638879, 1732895513347334045, 
2.7153299055225326, -0.05489297975272608, 0.5447229227073092, 1732895513447367334, 
2.7063941593307246, -0.05773992102676336, 0.5430293466994675, 1732895513547343203, 
2.6979040831629417, -0.05808607453196964, 0.5413085432010799, 1732895513657321269, 
