acc_x, acc_y, angular_z, stamp, 
0.02355116605758667, 0.0007581710815429688, 5.160175027913256e-10, 1728053529570327984, 
0.005247235298156738, 0.035245418548583984, 0.001429005874329526, 1728053529597564788, 
0.3729114532470703, 0.008501648902893066, -0.002870106880819941, 1728053529619681831, 
2.4434988498687744, 0.057242751121520996, -0.0024325235660415077, 1728053529650972064, 
1.4412364959716797, -0.04154789447784424, 0.022461348440779533, 1728053529707734270, 
1.1655566692352295, -0.03846985101699829, 0.012663553205162437, 1728053529737760752, 
0.89217209815979, 0.04538077116012573, -0.010182837369236844, 1728053529766848876, 
1.1261606216430664, 0.033206820487976074, 0.01407338295162902, 1728053529797908475, 
0.09986734390258789, 0.027650773525238037, 0.027358007448415735, 1728053529828018223, 
1.200523853302002, 0.08227050304412842, 0.0032848937118267808, 1728053529859114209, 
0.9515284895896912, 0.03166079521179199, 0.0057356151424018675, 1728053529891044532, 
1.0661509037017822, -0.24406981468200684, -0.0013134717156442117, 1728053529918421556, 
1.2216060161590576, 0.21633780002593994, 0.02003872212220615, 1728053529948115491, 
0.7451989650726318, -0.2045142650604248, 0.00508853317110933, 1728053529971120349, 
1.0177922248840332, 0.3853604197502136, -0.05720587421914385, 1728053530008215530, 
0.5659196972846985, -0.004504084587097168, -0.02769561373205195, 1728053530038219772, 
0.5285211205482483, 0.13654249906539917, -0.01662770487117453, 1728053530067423308, 
-0.04793578386306763, -0.036630332469940186, -0.03956112257724846, 1728053530098180096, 
0.07597237825393677, 0.037900686264038086, -0.009393758993604158, 1728053530131716996, 
-0.05260103940963745, -0.1349947452545166, 0.021766123113113087, 1728053530158520563, 
-0.20064735412597656, 0.17672425508499146, -0.01861333846575972, 1728053530188549494, 
-0.16893154382705688, -0.27877455949783325, -0.03386193025872754, 1728053530218566560, 
-0.07517093420028687, -0.10476863384246826, -0.044482376353551456, 1728053530248564979, 
0.295829176902771, -0.11094099283218384, -0.1049434799808294, 1728053530278592032, 
-0.38085395097732544, -0.2462746500968933, -0.07761271143304745, 1728053530308680236, 
-0.07130342721939087, 0.2222411036491394, -0.03984001396470545, 1728053530339371994, 
0.1042216420173645, 0.004264175891876221, -0.02557113970208264, 1728053530371380442, 
-0.2084750533103943, 0.2792341113090515, -0.012341252243499419, 1728053530397833880, 
0.05179685354232788, 0.10888761281967163, -0.017362676578540563, 1728053530427857993, 
0.17551809549331665, -0.5454437136650085, -0.038211530211721884, 1728053530458888569, 
0.2949305772781372, -0.21846789121627808, -0.030860842352246894, 1728053530481373039, 
0.1348223090171814, 0.1373170018196106, -0.04940365555625595, 1728053530519010087, 
0.19260728359222412, 0.2103186845779419, -0.07292579845513827, 1728053530549049630, 
-0.33816593885421753, 0.09028083086013794, -0.05418086863117149, 1728053530580135671, 
0.20383697748184204, -0.526935338973999, -0.04163747937056918, 1728053530611084282, 
-0.12652826309204102, -0.3213094472885132, -0.03401568072320631, 1728053530641556477, 
-0.30372554063796997, 0.6319295763969421, -0.03653611353083307, 1728053530679203914, 
0.19081562757492065, -0.7048906087875366, -0.042829588761120356, 1728053530709270369, 
-0.4152165651321411, -0.1154259443283081, -0.036981691166699034, 1728053530738410653, 
0.38462644815444946, -0.0813639760017395, -0.037211570666907494, 1728053530771531701, 
-0.03124946355819702, 0.18276870250701904, -0.05155326215381254, 1728053530802451745, 
0.11470025777816772, -0.05569934844970703, -0.06365455617667992, 1728053530839441186, 
0.0012145638465881348, -0.3123566508293152, -0.05214914553057042, 1728053530869731123, 
0.11085206270217896, 0.10907083749771118, -0.04877132743243505, 1728053530901007808, 
0.11153984069824219, 0.561659574508667, -0.061056259372277225, 1728053530931143581, 
0.20269393920898438, -0.01214069128036499, -0.04172779908947963, 1728053530963414313, 
0.15523064136505127, -0.2765424847602844, 0.01688694012838908, 1728053530999700881, 
-0.3898608088493347, 0.4648953676223755, -0.029450973626500405, 1728053531029986144, 
0.24915021657943726, -0.08624845743179321, -0.05149614412739697, 1728053531059880948, 
-0.3867247700691223, -0.2772059440612793, -0.057876333603784705, 1728053531091533608, 
0.3284892439842224, 0.022943556308746338, -0.06344795532006149, 1728053531123140225, 
-0.4675813317298889, -0.04379725456237793, -0.03985655797399103, 1728053531159963293, 
0.13034158945083618, 0.20911389589309692, -0.039023217028792426, 1728053531190131358, 
-0.24473518133163452, -0.05381786823272705, -0.04645392188656851, 1728053531220084376, 
0.0882103443145752, 0.3092716932296753, -0.021283845229952914, 1728053531251457970, 
-0.04635804891586304, 0.09678804874420166, -0.02898214072324273, 1728053531283450968, 
-0.15068835020065308, 0.09763062000274658, -0.05031440918256414, 1728053531310170795, 
0.22963345050811768, -0.08879679441452026, -0.04241831791447844, 1728053531340267100, 
0.11368173360824585, -0.3859243392944336, -0.03617950496011236, 1728053531363545407, 
0.0502089262008667, 0.2484724521636963, -0.05927810225871421, 1728053531390339092, 
-0.10571777820587158, 0.14760899543762207, -0.04320345138218329, 1728053531420293250, 
-0.22554564476013184, 0.1059771180152893, -0.04987612052197652, 1728053531450425725, 
0.14692044258117676, 0.055520474910736084, -0.03202224143413191, 1728053531480433233, 
-0.4967045783996582, -0.10627353191375732, -0.012641889472525678, 1728053531510562651, 
0.3932728171348572, 0.26542848348617554, -0.016061402851548685, 1728053531540630702, 
-0.25405967235565186, 0.24025100469589233, -0.024846997700558964, 1728053531571168807, 
0.09193253517150879, 0.00015234947204589844, -0.01619751624841422, 1728053531603697968, 
0.008937358856201172, -0.08839505910873413, -0.026548621435907607, 1728053531630750277, 
-0.15784424543380737, -0.21521717309951782, -0.05078243165609411, 1728053531660773520, 
0.28934168815612793, 0.1009596586227417, -0.05009697436986812, 1728053531690803748, 
0.09554398059844971, 0.3327142000198364, -0.06315423302256433, 1728053531719915709, 
-0.30780184268951416, 0.14057868719100952, -0.0367469995815751, 1728053531751599609, 
-0.1871802806854248, -0.2518075108528137, -0.02528618598849248, 1728053531781618630, 
0.2849110960960388, -0.11962682008743286, -0.023302442592807216, 1728053531811632260, 
-0.7195452451705933, -0.3460767865180969, -0.006970710969011103, 1728053531843099162, 
1.0466803312301636, 0.04884326457977295, -0.011110038078836496, 1728053531873130618, 
0.23012381792068481, 0.29799002408981323, -0.059694845972378584, 1728053531901784989, 
-0.12087178230285645, 0.21213459968566895, -0.05501237028970418, 1728053531931732320, 
0.05882900953292847, -0.2690809369087219, -0.050816120393772736, 1728053531961818322, 
0.11708444356918335, 0.24644339084625244, -0.0471030805574565, 1728053531991817231, 
-0.30220967531204224, 0.06755679845809937, -0.057210067510076026, 1728053532020833265, 
-0.0032186508178710938, 0.12321984767913818, -0.041071516576538306, 1728053532051686897, 
-0.4843140244483948, -0.19251638650894165, -0.01437337108511191, 1728053532083287880, 
0.30863648653030396, -0.39112335443496704, -0.002371860825872072, 1728053532114190995, 
0.048822999000549316, 0.3254474997520447, -0.01253977635793468, 1728053532141783789, 
0.34840524196624756, 0.19246041774749756, -0.03436951283723881, 1728053532171775802, 
-0.4195411801338196, 0.35372018814086914, -0.053555235081104546, 1728053532201913926, 
