x, y, th, stamp, 
0.6660336256027222, 1.0027800798416138, 0.26334407925605774, 1728053529557645731, 
0.6660336256027222, 1.0027800798416138, 0.26334407925605774, 1728053529592078849, 
0.6651909947395325, 1.002219557762146, 0.26334089040756226, 1728053529651141143, 
0.6615222692489624, 1.000002384185791, 0.2637996971607208, 1728053529702140325, 
0.6556137204170227, 0.9965694546699524, 0.26395517587661743, 1728053529752129993, 
0.648256778717041, 0.9920569658279419, 0.2641276717185974, 1728053529798264218, 
0.6401467323303223, 0.9871494770050049, 0.2644990086555481, 1728053529841237145, 
0.6292892098426819, 0.9807562232017517, 0.26461201906204224, 1728053529891850014, 
0.6162416934967041, 0.9728984832763672, 0.2648601531982422, 1728053529942420107, 
0.5974750518798828, 0.9619911313056946, 0.2644422948360443, 1728053530002621237, 
0.5801705121994019, 0.951702892780304, 0.2635626792907715, 1728053530051140430, 
0.5613706111907959, 0.9407401084899902, 0.26325374841690063, 1728053530101131082, 
0.5423635840415955, 0.9297389984130859, 0.2626574635505676, 1728053530152145091, 
0.5244938731193542, 0.9191669821739197, 0.2624302804470062, 1728053530198145051, 
0.508200466632843, 0.9097397327423096, 0.2616576552391052, 1728053530241235627, 
0.4889386296272278, 0.8985593318939209, 0.25939851999282837, 1728053530291403558, 
0.4638685882091522, 0.8841000199317932, 0.2579452097415924, 1728053530358339727, 
0.44697675108909607, 0.8746597170829773, 0.257724791765213, 1728053530401394918, 
0.4279024302959442, 0.8639705777168274, 0.2572493851184845, 1728053530450865294, 
0.4085487127304077, 0.8530190587043762, 0.2560858726501465, 1728053530501150312, 
0.39016440510749817, 0.8426018953323364, 0.254557341337204, 1728053530549120094, 
0.3709506690502167, 0.8318196535110474, 0.25330355763435364, 1728053530599133804, 
0.35459890961647034, 0.8227311968803406, 0.2526032030582428, 1728053530641310843, 
0.32834392786026, 0.8079841136932373, 0.25132977962493896, 1728053530708893405, 
0.31594952940940857, 0.801265299320221, 0.2510930597782135, 1728053530740834018, 
