x, y, th, stamp, 
-1.151879906654358, 0.3536599576473236, 0.5015445947647095, 1728053556803346460, 
-1.1594136953353882, 0.3663358688354492, 0.47658708691596985, 1728053556853232301, 
-1.1677095890045166, 0.3787901997566223, 0.4514039158821106, 1728053556903271565, 
-1.1767520904541016, 0.39076974987983704, 0.4261328876018524, 1728053556953234266, 
-1.1859217882156372, 0.40153589844703674, 0.402474582195282, 1728053556999238657, 
-1.1952687501907349, 0.4112814664840698, 0.3805834949016571, 1728053557043355780, 
-1.2065203189849854, 0.4222433865070343, 0.3557974696159363, 1728053557093322946, 
-1.2185590267181396, 0.43268656730651855, 0.3318222165107727, 1728053557143161860, 
-1.2310765981674194, 0.442312091588974, 0.3072356581687927, 1728053557194136525, 
-1.247012734413147, 0.45307040214538574, 0.2779293656349182, 1728053557253310513, 
-1.260822057723999, 0.4614754617214203, 0.25336313247680664, 1728053557303233690, 
-1.2748785018920898, 0.4693085551261902, 0.2279728651046753, 1728053557354259869, 
-1.2887619733810425, 0.475821316242218, 0.20559167861938477, 1728053557400239534, 
-1.301520824432373, 0.481368750333786, 0.18446791172027588, 1728053557443368861, 
-1.31703519821167, 0.4871402382850647, 0.1605096310377121, 1728053557492996348, 
-1.3326857089996338, 0.4921247363090515, 0.1363363265991211, 1728053557543289782, 
-1.351743459701538, 0.49726566672325134, 0.10828863084316254, 1728053557603143882, 
-1.3680707216262817, 0.5006129741668701, 0.08574586361646652, 1728053557653591585, 
-1.3843448162078857, 0.5034624338150024, 0.06284398585557938, 1728053557703461249, 
-1.4000409841537476, 0.5051083564758301, 0.04202776029706001, 1728053557750489390, 
-1.4166282415390015, 0.5065666437149048, 0.019894134253263474, 1728053557800553594, 
-1.4313393831253052, 0.5070368051528931, 0.0011416341876611114, 1728053557843537794, 
-1.4482544660568237, 0.5068403482437134, 0.02075716108083725, 1728053557893632148, 
-1.464927077293396, 0.5060907006263733, 0.043261878192424774, 1728053557943703259, 
-1.4812291860580444, 0.5045884847640991, 0.06429656594991684, 1728053557991574849, 
-1.5022244453430176, 0.5015100836753845, 0.09112932533025742, 1728053558052859572, 
-1.5191055536270142, 0.4981648921966553, 0.1122320294380188, 1728053558103616146, 
-1.5351243019104004, 0.49428173899650574, 0.1322476863861084, 1728053558150900953, 
-1.5515882968902588, 0.4895922541618347, 0.15243642032146454, 1728053558201029250, 
-1.5651696920394897, 0.48513999581336975, 0.16877879202365875, 1728053558243754243, 
-1.581364393234253, 0.4792194962501526, 0.18847788870334625, 1728053558293584014, 
-1.597420334815979, 0.4724486470222473, 0.20825053751468658, 1728053558343528980, 
-1.6122575998306274, 0.465768426656723, 0.22738388180732727, 1728053558391642636, 
-1.631711483001709, 0.45573118329048157, 0.251728892326355, 1728053558454651552, 
-1.6468790769577026, 0.4470037817955017, 0.27048805356025696, 1728053558505799029, 
-1.6608898639678955, 0.4381285011768341, 0.287916362285614, 1728053558552723750, 
-1.675521969795227, 0.42809391021728516, 0.30622461438179016, 1728053558602265534, 
-1.687614917755127, 0.4192171096801758, 0.32086604833602905, 1728053558644311404, 
-1.7016723155975342, 0.4084183871746063, 0.33834776282310486, 1728053558695592434, 
-1.714779257774353, 0.3972122073173523, 0.3545148968696594, 1728053558744578667, 
-1.7301678657531738, 0.3830713927745819, 0.3733048737049103, 1728053558803257269, 
-1.7426694631576538, 0.37068289518356323, 0.3902708888053894, 1728053558853263313, 
-1.7548805475234985, 0.3577360510826111, 0.4068673253059387, 1728053558903253001, 
-1.7667288780212402, 0.34411856532096863, 0.42320117354393005, 1728053558953264717, 
-1.7779207229614258, 0.33042991161346436, 0.4391176998615265, 1728053559003247790, 
-1.786588191986084, 0.3192348778247833, 0.4517522156238556, 1728053559043366648, 
-1.7971333265304565, 0.30445605516433716, 0.46704545617103577, 1728053559094619096, 
-1.8071011304855347, 0.28960877656936646, 0.48210904002189636, 1728053559143345559, 
-1.818150281906128, 0.27127549052238464, 0.49964234232902527, 1728053559203273803, 
-1.827172040939331, 0.2556264400482178, 0.5141938328742981, 1728053559254269105, 
-1.8354878425598145, 0.23975138366222382, 0.5283922553062439, 1728053559303278651, 
-1.8432122468948364, 0.2235451340675354, 0.5422762036323547, 1728053559353246896, 
-1.850639820098877, 0.20710621774196625, 0.5559832453727722, 1728053559403278511, 
-1.856130599975586, 0.19351236522197723, 0.5662173628807068, 1728053559443371003, 
-1.862644910812378, 0.17644387483596802, 0.5794739127159119, 1728053559493605455, 
-1.8686038255691528, 0.15908965468406677, 0.5921106934547424, 1728053559543647571, 
-1.874894618988037, 0.13820140063762665, 0.6063493490219116, 1728053559603501081, 
-1.8797740936279297, 0.12074528634548187, 0.6183577179908752, 1728053559654279941, 
-1.8836191892623901, 0.10320711880922318, 0.6301627159118652, 1728053559702269622, 
-1.8874177932739258, 0.0851515606045723, 0.6417956948280334, 1728053559753270643, 
-1.8905836343765259, 0.06707362085580826, 0.6534318327903748, 1728053559803251197, 
-1.892677664756775, 0.05259888991713524, 0.6624001860618591, 1728053559843294865, 
-1.8955483436584473, 0.027257226407527924, 0.67755126953125, 1728053559912896364, 
-1.896969199180603, 0.008780604228377342, 0.6885764002799988, 1728053559963546908, 
-1.8977694511413574, -0.002630316186696291, 0.6948685646057129, 1728053559993292709, 
-1.8984805345535278, -0.02524097077548504, 0.7075403928756714, 1728053560054319650, 
-1.8982590436935425, -0.043677374720573425, 0.7174283266067505, 1728053560103270593, 
-1.8977552652359009, -0.062167420983314514, 0.7277930974960327, 1728053560153249746, 
-1.8964784145355225, -0.08073607087135315, 0.7373710870742798, 1728053560203271281, 
-1.8953611850738525, -0.09554741531610489, 0.7449873089790344, 1728053560243393512, 
-1.8930692672729492, -0.11421740800142288, 0.753963828086853, 1728053560292847603, 
-1.8905690908432007, -0.13277651369571686, 0.7629024386405945, 1728053560342845900, 
-1.8867982625961304, -0.15496432781219482, 0.7732628583908081, 1728053560403352424, 
-1.882842779159546, -0.17331913113594055, 0.7814781665802002, 1728053560453434363, 
-1.8788772821426392, -0.19152842462062836, 0.7903397083282471, 1728053560503271623, 
-1.8741480112075806, -0.20958125591278076, 0.7990836501121521, 1728053560553269920, 
-1.868944525718689, -0.2275657206773758, 0.8073185682296753, 1728053560603257559, 
-1.8643659353256226, -0.24201607704162598, 0.8137004971504211, 1728053560643576334, 
-1.8582632541656494, -0.2597462236881256, 0.8211881518363953, 1728053560692997893, 
-1.851706862449646, -0.27732330560684204, 0.8282091617584229, 1728053560743157790, 
-1.84452223777771, -0.29492270946502686, 0.8351532220840454, 1728053560793735163, 
-1.8356209993362427, -0.3157097399234772, 0.8436118960380554, 1728053560853205517, 
-1.8277441263198853, -0.3327055275440216, 0.850580632686615, 1728053560903285483, 
-1.8193801641464233, -0.3495272994041443, 0.8572695255279541, 1728053560953309784, 
-1.8105254173278809, -0.3662306070327759, 0.8640483617782593, 1728053561004276828, 
-1.8030445575714111, -0.3794924318790436, 0.8689261674880981, 1728053561044489620, 
-1.7934132814407349, -0.3956795930862427, 0.874797523021698, 1728053561092950783, 
-1.7831021547317505, -0.41181084513664246, 0.8805577158927917, 1728053561143737123, 
-1.7728688716888428, -0.4275779128074646, 0.886162281036377, 1728053561193611074, 
-1.7597613334655762, -0.4461817145347595, 0.8927969336509705, 1728053561253309902, 
-1.7487989664077759, -0.46107473969459534, 0.8981394171714783, 1728053561303274755, 
-1.7368940114974976, -0.47624868154525757, 0.903513491153717, 1728053561353277445, 
-1.7248599529266357, -0.49099692702293396, 0.9084601998329163, 1728053561403256949, 
-1.714961051940918, -0.5025913119316101, 0.91204833984375, 1728053561443292220, 
-1.7020052671432495, -0.5168147087097168, 0.9165957570075989, 1728053561493738606, 
-1.6836556196212769, -0.5364347696304321, 0.923130214214325, 1728053561563581563, 
-1.6756656169891357, -0.5445092916488647, 0.9256879687309265, 1728053561593422610, 
-1.6591415405273438, -0.5604555010795593, 0.9309083819389343, 1728053561653256342, 
-1.6449885368347168, -0.5733706951141357, 0.935012698173523, 1728053561703273029, 
-1.6304678916931152, -0.5862406492233276, 0.939095139503479, 1728053561753273152, 
-1.6157877445220947, -0.5984447002410889, 0.9428153038024902, 1728053561804265622, 
-1.603943943977356, -0.6078969836235046, 0.9454374313354492, 1728053561843281411, 
-1.5885571241378784, -0.6198447346687317, 0.9489837884902954, 1728053561893010784, 
-1.5732226371765137, -0.6312779784202576, 0.9524173140525818, 1728053561943411919, 
-1.5576130151748657, -0.6424004435539246, 0.9559382200241089, 1728053561993210677, 
-1.538275957107544, -0.6553230285644531, 0.9597628712654114, 1728053562053484818, 
-1.5219935178756714, -0.6657711267471313, 0.9628908634185791, 1728053562103278707, 
-1.505096435546875, -0.6757135987281799, 0.9657086730003357, 1728053562153273978, 
-1.4884755611419678, -0.6855882406234741, 0.9684639573097229, 1728053562203273683, 
-1.4748769998550415, -0.6928838491439819, 0.9704763889312744, 1728053562243282912, 
-1.457551121711731, -0.7019273042678833, 0.9728624820709229, 1728053562293795187, 
-1.4333189725875854, -0.7136834263801575, 0.9761725664138794, 1728053562362941409, 
-1.4228954315185547, -0.7186242938041687, 0.977526843547821, 1728053562393196163, 
-1.4015990495681763, -0.7280503511428833, 0.9801580309867859, 1728053562453250871, 
-1.3849358558654785, -0.7350442409515381, 0.9820456504821777, 1728053562500291543, 
-1.367152214050293, -0.7421177625656128, 0.9839208722114563, 1728053562548593998, 
-1.3486772775650024, -0.7489371299743652, 0.985711395740509, 1728053562598279267, 
-1.3303799629211426, -0.7552424073219299, 0.9873587489128113, 1728053562648313313, 
-1.3120137453079224, -0.7611310482025146, 0.9888556003570557, 1728053562697833279, 
-1.2970603704452515, -0.7657198905944824, 0.9899919033050537, 1728053562738104958, 
-1.2781989574432373, -0.7711524963378906, 0.9912842512130737, 1728053562787916901, 
-1.251565933227539, -0.7780086994171143, 0.9929333925247192, 1728053562858374959, 
-1.2362923622131348, -0.7815453410148621, 0.9937108159065247, 1728053562898294494, 
-1.215273380279541, -0.7862125635147095, 0.9947560429573059, 1728053562954262502, 
-1.1961171627044678, -0.7900442481040955, 0.9956942200660706, 1728053563005262537, 
-1.181001901626587, -0.7928751111030579, 0.9963492155075073, 1728053563043355478, 
-1.161586880683899, -0.7960207462310791, 0.9971314668655396, 1728053563093773624, 
-1.135947823524475, -0.7996244430541992, 0.9979702830314636, 1728053563158833678, 
-1.1226820945739746, -0.801302433013916, 0.9983708262443542, 1728053563193286322, 
-1.0993247032165527, -0.8037518858909607, 0.9989268183708191, 1728053563253266076, 
-1.0796703100204468, -0.8054752945899963, 0.9993084073066711, 1728053563303277061, 
-1.0600694417953491, -0.8068150877952576, 0.9996035695075989, 1728053563353291215, 
-1.0419477224349976, -0.8078691959381104, 0.9998071193695068, 1728053563399262475, 
-1.0248878002166748, -0.8083803057670593, 0.9999276995658875, 1728053563443325241, 
-1.005431056022644, -0.8089150190353394, 0.9999905228614807, 1728053563493291983, 
-0.9856504201889038, -0.8087096214294434, 0.9999647736549377, 1728053563543060527, 
-0.9656952619552612, -0.8083261847496033, 0.9998644590377808, 1728053563594488490, 
-0.9476969838142395, -0.8076537251472473, 0.9997084736824036, 1728053563639498351, 
-0.9224519729614258, -0.8062884211540222, 0.9993419051170349, 1728053563703263172, 
-0.9028831124305725, -0.8047770261764526, 0.99898761510849, 1728053563754266996, 
-0.885056734085083, -0.8030944466590881, 0.9985949993133545, 1728053563799493725, 
-0.8677911758422852, -0.8011502027511597, 0.9981600046157837, 1728053563843353290, 
-0.848285436630249, -0.7987068295478821, 0.9975866675376892, 1728053563893467003, 
-0.8282629251480103, -0.7956064939498901, 0.9970110654830933, 1728053563942980074, 
-0.8087043762207031, -0.7927452921867371, 0.9963487982749939, 1728053563994498274, 
-0.7854145765304565, -0.7883721590042114, 0.9955186247825623, 1728053564053268194, 
-0.7661355137825012, -0.7846047282218933, 0.9946111440658569, 1728053564103526161, 
-0.74681556224823, -0.7805185914039612, 0.9936323165893555, 1728053564154385653, 
-0.7286598086357117, -0.7760468125343323, 0.992728590965271, 1728053564200319807, 
