e, e_dot, e_int, stamp, 
0.873996803268371, -9.107452274115246e-05, 0.17480300363458387, 1732895507543311770, 
0.8742771932049261, 0.0008435585991091917, 0.17481987480656605, 1732895507658204229, 
0.8741985897420992, 0.0006726215790938314, 0.1748315057476931, 1732895507747292497, 
0.8742287053448925, -0.00016162620011213788, 0.17484696588612786, 1732895507847293271, 
0.873919047250055, -0.0009318083068140156, 0.17482308948913644, 1732895507944362878, 
0.8635277520950867, -0.035669844166019336, 0.17411170031266895, 1732895508037225944, 
0.8548109485917973, -0.0636936621941923, 0.17281718319579595, 1732895508147297434, 
0.8017369780155932, -0.20596924693164506, 0.1680050452468318, 1732895508247285512, 
0.7725406187431643, -0.27423443282877674, 0.16193923635670368, 1732895508356937687, 
0.7542290568006798, -0.15835973738304476, 0.15523377690396248, 1732895508436591790, 
0.7334004492571364, -0.13046723162009277, 0.15067800832006537, 1732895508547310342, 
0.7120507907019447, -0.14059422032911698, 0.14664535311731738, 1732895508647291864, 
0.6934188215532598, -0.13327209234625528, 0.14259133743415606, 1732895508744355171, 
0.6677792129022362, -0.14757192599902824, 0.13821658834382938, 1732895508837454878, 
0.6487616999339807, -0.14885707206426382, 0.13399731562596512, 1732895508947300092, 
0.6309037329554652, -0.12291826648923661, 0.1298296430527788, 1732895509047304160, 
0.5113866164935174, -0.4579169448015445, 0.11940346995886421, 1732895509144284116, 
0.4807741054360998, -0.500432091731218, 0.10820429699233881, 1732895509254009539, 
0.44765666057050313, -0.2124331864100474, 0.095987825500008, 1732895509347315696, 
0.41662610298607305, -0.2138266748334224, 0.08967045793284507, 1732895509447273238, 
0.3849199673671211, -0.20912231067794015, 0.08328018206157982, 1732895509544372410, 
0.3508974108012025, -0.21909564061623513, 0.07682956541029311, 1732895509636656342, 
0.3167896477886626, -0.22710106526152832, 0.07017380173046575, 1732895509747303571, 
0.3165436294181133, -0.11451260461029733, 0.0656153792005319, 1732895509847280974, 
0.21183197421508304, -0.3498589119119318, 0.05634435009479059, 1732895509944390230, 
0.1971676072813674, -0.39792007378915306, 0.04836954739430425, 1732895510055155893, 
0.18573728896054376, -0.08698228418179761, 0.03964912469713294, 1732895510147368922, 
0.17499705009607647, -0.0739018572843031, 0.03719346308919917, 1732895510247324113, 
0.16558266993114457, -0.06718206343133064, 0.035087800599184316, 1732895510345385900, 
0.15603484787196453, -0.06320734074703978, 0.03310763785994571, 1732895510454571747, 
0.1474792509397287, -0.060344729971386256, 0.03127311791618918, 1732895510546661145, 
0.15154308561816499, -0.014972540845998491, 0.030337145628657212, 1732895510647294464, 
0.07406459458556336, -0.2447155211805511, 0.024872462076230468, 1732895510745407521, 
0.07049095051366594, -0.2701737836816635, 0.01973990871449295, 1732895510854889807, 
